	attr	count
16977	snif1 ade16 ade17 knock out mat alpha snif1	4
16978	snif1 knock out mat alpha snif1	4
16979	snk 1 cells nasal nk cell lymphoma cell line	3
16980	snk 6 cells nasal nk cell lymphoma cell line	3
16981	snp	171
16982	snp 6 0 total subchromosomal and chromosomal lesions	21
16983	snp allelic state	13
16984	snp array id of tumor at ega	10
16985	snp c/t 13910	490
16986	snp dataset	39
16987	snp sample id	264
16988	snt 8 cells nasal nk cell lymphoma cell line	3
16989	so2	7
16990	social	203
16991	social form	79
16992	social rank	28
16993	social status	60
16994	socio economic position sep	121
16995	socio economic status	61
16996	socioeconomic score	94
16997	socsupp	450
16998	sodium arsenite added to drinking water	18
16999	sodium arsenite added to food	12
17000	sodium crotonate mm	11
17001	sodium crotonate pre treatment	11
17002	sodium thiocyanate treatment performed	44
17003	soft agar clone	16
17004	soft cultivar, biological repl	8
17005	software analysis key current	686
17006	softwareversion	850
17007	softwareversion description	4
17008	soil	171
17009	soil condition	16
17010	soil crust status	53
17011	soil layer	10
17012	soil mix	38
17013	soil nitrogen composition	13
17014	soil origin	13
17015	soil site	68
17016	soil type	253
17017	sokal score	356
17018	solvent	5369
17019	somatic modification	23
17020	somatic or tumor	57
17021	somatic ras/raf mutations	180
17022	somatic source	18
17023	somatic tissue	154
17024	somatic tp53 mutation	102
17025	somatic variant	7
17026	somite count	311
17027	somite number	406
17028	somitediff	205
17029	song exposure	52
17030	song playback experience	76
17031	sonicated nuclear lysates incubated with	4
17032	sonication batch	103
17033	sonication cycles	49
17034	sort	252
17035	sort characteristic	25
17036	sort fraction	9
17037	sort markers	18
17038	sort population	89
17039	sorted	64
17040	sorted by surface marker	25
17041	sorted cell	31
17042	sorted cell fraction	14
17043	sorted cell genotype	8
17044	sorted cell population	183
17045	sorted cell population surface phenotype	13
17046	sorted cell type	117
17047	sorted cell type category	16
17048	sorted cells	96
17049	sorted for	33
17050	sorted fraction	177
17051	sorted population	128
17052	sorted, sn induced cell population	4
17053	sortedflag	19
17054	sortfraction	25
17055	sorting	337
17056	sorting facs	25
17057	sorting gate	13
17058	sorting marker	16
17059	sorting markers	382
17060	sorting parameter	23
17061	sorting parameters	19
17062	sorting phenotype	83
17063	sorting selection	10
17064	sorting strategy	36
17065	sorting tetramer epitope	43
17066	sortmarkers	285
17067	sourc	3
17068	source	8415
17069	source/differentiation	17
17070	source age	41
17071	source animal id	73
17072	source cell	41
17073	source cell line	260
17074	source cell line/subject	3
17075	source cell type	311
17076	source classification	60
17077	source disease	25
17078	source disease status	12
17079	source family tag	84
17080	source gender	146
17081	source id	11
17082	source location	46
17083	source longitude latitude elev m	84
17084	source material	111
17085	source mice	9
17086	source of antibody	169
17087	source of cell	14
17088	source of cell line	21
17089	source of cell type	2
17090	source of cells	13
17091	source of pn	13
17092	source of speciment	18
17093	source organ	95
17094	source placenta	23
17095	source pop	37
17096	source population	63
17097	source prep	111
17098	source prep description	254
17099	source provenance/climate	13
17100	source sample	12
17101	source site	73
17102	source strain	49
17103	source strain background	67
17104	source strains	22
17105	source subject id	86
17106	source subsite	163
17107	source tissue	2911
17108	source tissue for cell line	13
17109	source tissue info	3
17110	source tissue type	142
17111	source tumor stage	25
17112	source type	422
17113	source1	12
17114	source2	12
17115	sourced elevations	64
17116	sourceid	529
17117	sources	5
17118	sow identifier	17
17119	sox2	9
17120	sox7 level	5
17121	soybean cultivar	5
17122	sp110b overexpression status	16
17123	spanish hispanic	443
17124	spat	17
17125	spatial response type	9
17126	spc c raf transgenic mice, age	6
17127	spdpct	24
17128	spea2 genotype	37
17129	species	1604
17130	species/hybrid	57
17131	species status	21
17132	species symbol	25
17133	species type	28
17134	specific growth conditions	8
17135	specific growth rate	53
17136	specific growth rate h 1	37
17137	specific host	34
17138	specific treatments	9
17139	specificity	178
17140	specimen	4226
17141	specimen character	40
17142	specimen from which cells were isolated	23
17143	specimen group	106
17144	specimen id	147
17145	specimen mutation	42
17146	specimen name	310
17147	specimen number	56
17148	specimen origin	47
17149	specimen preparation	40
17150	specimen preservation method	25
17151	specimen site	15
17152	specimen source	11
17153	specimen treatment	173
17154	specimen type	466
17155	spectrotype	84
17156	speed07 nba	87
17157	speedvac	320
17158	sperm injected	105
17159	sperm source	23
17160	spermatogenic cell subtypes	9
17161	spermatogenic stage johnsen score	9
17162	spermatozoa m/ml	22
17163	spf status	96
17164	spfpercent	194
17165	sphere and tumor forming efficiency	46
17166	spheres/adherent	6
17167	sphingosine kinase 1 activity	9
17168	spike dna	117
17169	spike in	114
17170	spike in cell line	31
17171	spike in conc	8
17172	spike in hsa mir 147	49
17173	spike in hsa mir 211	49
17174	spike in hsa mir 219 5p	49
17175	spike in hsa mir 338 3p	49
17176	spike in hsa mir 383	49
17177	spike in hsa mir 429	49
17178	spike in reference	15
17179	spike in reference organism	31
17180	spike ins	77
17181	spiked in organism	19
17182	spiked with	9
17183	spikein mix ratio	45
17184	spikeinpool	132
17185	spiking of exogenous trna	4
17186	spinal cord entire, female mosc feen total rna received from national human genome research institute was analyzed through bioanalyzer and passed our quality control test the mrna was processed accord	2
17187	spinal cord entire, male mosc maen total rna received from national human genome research institute was analyzed through bioanalyzer and passed our quality control test the mrna was processed accordin	2
17188	spinal cord region	13
17189	spine surgery	34
17190	spleen weight	5
17191	splenectomy	21
17192	splenium fa	47
17193	splenium md	47
17194	splenium r	47
17195	splenomegaly	28
17196	splicing factor targeted	67
17197	splicing factor targeted ensembl id	67
17198	spontaneous pulmonary adenoma frequency	28
17199	spontaneous pulmonary adenoma severity	28
17200	spor n	56
17201	sporulation time	9
17202	sporulation timepoint	5
17203	spot14 gfp	8
17204	spot14 gfp status	7
17205	sprague dawley rat gender	188
17206	sprague dawley, female, 8 weeks tissue	5
17207	sprague dawley, female, 8 weeks, mean body weight 212 4 g range 193 227 tissue	3
17208	sprain	24
17209	sprayed with	3
17210	spring anti a/h1n1 ab titers	881
17211	sprout length	9
17212	spry status	118
17213	spt15	5
17214	sputum culture	196
17215	sputum smear	196
17216	sputum smear status	35
17217	sr protein	5
17218	sra accession	9
17219	sra sample accession	288
17220	srain	5
17221	sratin	2
17222	src module tertile	121
17223	src mutation	271
17224	srek ligation	6
17225	srf enriched chip dna antibody	2
17226	srsf2 genotype	44
17227	srsf2 mut	21
17228	ss y	147
17229	ssea 1	9
17230	ssea1	60
17231	ssea3 expression	7
17232	ssea4	31
17233	ssr il6 response to single stranded rna in pg/ml	100
17234	sst abscess	144
17235	ssx expression	10
17236	st categ	59
17237	st george s total score	412
17238	st george's total score	412
17239	stabilization	88
17240	stable cad for at least 4 months	19
17241	stable cell line	5
17242	stable exogenous dna	14
17243	stable expression	50
17244	stable expression of shrna	6
17245	stable human tsh receptor expression	9
17246	stable infection	60
17247	stable line	9
17248	stable over expression status	19
17249	stable shrna	7
17250	stable transduction	143
17251	stable transfection	37
17252	stable vector integration	85
17253	stably expressing	52
17254	stably overexpressing	7
17255	stably transfected reporter	37
17256	stably transfected vector	4
17257	stably transfected with	34
17258	stade	141
17259	stadium	218
17260	stag2 mutation present in tumor	13
17261	stage	35701
17262	stage/age	19
17263	stage/cell type	34
17264	stage/tissue	49
17265	stage 1 stage i, 2 stage ii, 3 stage iii, 4 stage iv	372
17266	stage after surgery 6	25
17267	stage ajcc	125
17268	stage at class level	84
17269	stage at diagnosis	104
17270	stage at initial evaluation	13
17271	stage at primary diagnosis 5th edition	235
17272	stage at reccurence	45
17273	stage at which the spiking in of exogenous trna was performed	4
17274	stage code	24
17275	stage determination	7
17276	stage durie salmon	81
17277	stage group at diagnosis ajcc 6th edition	53
17278	stage group limited/advanced	60
17279	stage grouping	42
17280	stage i/ii, iii/iv, or na not applicable/unknown	42
17281	stage i, age	7
17282	stage iia, age	7
17283	stage iib, age	3
17284	stage iiia, age	3
17285	stage iiib, age	3
17286	stage in reprogramming	76
17287	stage irs	30
17288	stage name	19
17289	stage of cardiac development	12
17290	stage of clamp formation	24
17291	stage of clear cell renal cell carcinoma	32
17292	stage of development	225
17293	stage of differentiation	20
17294	stage of disease	9
17295	stage of disease inss	52
17296	stage of embryo	8
17297	stage of escc	11
17298	stage of estrous cycle	13
17299	stage of hair cycle	9
17300	stage of hiv infection	19
17301	stage of illness short doi 5 yrs intermediate doi 7 18yrs long doi 28 yrs	60
17302	stage of infection	13
17303	stage of maturity	128
17304	stage of mi infection	77
17305	stage of noble rot	17
17306	stage of oogenesis	30
17307	stage of passages	13
17308	stage of pregnancy	8
17309	stage of progression	9
17310	stage of the disease, ceap	37
17311	stage of the parasite	26
17312	stage or passages	24
17313	stage pathological	118
17314	stage t	688
17315	stage tnm	219
17316	stage years	27
17317	stage1 canonical stages of lung development	217
17318	stage2 molecular divisions of lung development	217
17319	stagecode	298
17320	stages	494
17321	stain	427
17322	stain background	7
17323	stain details	4
17324	stain info	4
17325	staining	26
17326	staining first series	19
17327	staining second series	19
17328	stainorline	8
17329	standard deviation	3
17330	stanford internal vaccine reference id	72
17331	starin	2
17332	starting age	7
17333	starting amount	78
17334	starting amount of total rna	17
17335	starting cell type	35
17336	starting dna	13
17337	starting left ventricular weight mg	20
17338	starting library amount	4
17339	starting material	181
17340	starting molecule	69
17341	starting total rna	20
17342	starting wt kg	61
17343	startle	22
17344	starvation duration minutes	11
17345	starved/non starved	4
17346	stat1 module tertile	121
17347	stat3	7
17348	state	1681
17349	state of endometrium	26
17350	state of health	162
17351	state of recurrence	13
17352	stathmin ihc score	96
17353	static	5
17354	statin	152
17355	statin treated	24
17356	statin user y/n	618
17357	statins	98
17358	statue	7
17359	status	13279
17360	status/group	80
17361	status 0 alive, 1 dead	199
17362	status 0 alive, 1 death, 2 follow up loss	60
17363	status 0 healthy, 1 cancer	138
17364	status 0 no relapse, 1 relapse	627
17365	status 0 non recurrence, 1 recurrence	433
17366	status 0 normal 1 normal adjacent 2 breast cancer 3 normal brca1 4 cancer brca1	408
17367	status 0 normal, 1 cancer	65
17368	status 0 wt/healthy, 1 wt/cancer, 2 mut/healthy, 3 mut/cancer	61
17369	status 1 death, 0 survival	151
17370	status 1 recurrence, 0 non recurrence	139
17371	status 31 1 2013 1 died, 0 alive	153
17372	status 31 5 2014 1 died, 0 alive	153
17373	status after 1 years	14
17374	status after 2 years	5
17375	status after 3 years	10
17376	status after 5 years	138
17377	status after follow up	43
17378	status all	282
17379	status at follow up	11
17380	status at last date of follow up 0 alive 1 dead	66
17381	status at last follow up	75
17382	status at the end of follow up	23
17383	status dd dead/al alive	31
17384	status efs 0 no event, 1 event	103
17385	status for overall survival 1 death, 0 censored	12
17386	status for progression free survival 1 death, 0 censored	12
17387	status of aggressiveness	16
17388	status of conceptus attachement site	13
17389	status of dfs	301
17390	status of disease	63
17391	status of disease 5 years	31
17392	status of negative energy balance	9
17393	status of osteochondrosis disoder	24
17394	status on endocrine agent	9
17395	status os 0 alive 1 death	69
17396	status os 0 alive, 1 dead	103
17397	status pfs 0	69
17398	status rfs 0 no event, 1 event	103
17399	staus dead or alive	45
17400	std dev insert size	10
17401	std molecule	44
17402	stddev insert/fragment size	20
17403	stdev for insert size	19
17404	steady state or pulse	103
17405	steastosis	10
17406	steatosis	236
17407	stem	2
17408	stem/progenitor cell subpopulation	9
17409	stem cell	49
17410	stem cell clone	7
17411	stem cell lines	13
17412	stem cell matrix	220
17413	stem cell selection	15
17414	stem cell source	13
17415	stem cells	20
17416	stem like	33
17417	stent	26
17418	step 1 response	46
17419	stephanson 5yr nomogram	105
17420	stephensen risk classification	44
17421	stepsperday	32
17422	steriod usage	29
17423	steroid	124
17424	steroid iv category	997
17425	steroids	77
17426	stestosis	10
17427	stim	285
17428	stim conc mg/ml	90
17429	stim time	6
17430	stim type	31
17431	stimuated with	44
17432	stimuation	18
17433	stimulant	14
17434	stimulated	141
17435	stimulated by	3
17436	stimulated with	1213
17437	stimulating agent	28
17438	stimulation	9879
17439	stimulation condition	290
17440	stimulation conditions	33
17441	stimulation duration	74
17442	stimulation i	14
17443	stimulation ii	14
17444	stimulation length	46
17445	stimulation pattern	21
17446	stimulation period	61
17447	stimulation protocol	15
17448	stimulation status	5
17449	stimulation time	112
17450	stimulation time and condition	183
17451	stimulation type	48
17452	stimulator	13
17453	stimuli	91
17454	stimulus	1966
17455	stimulus concentration	11
17456	stimulus duration	11
17457	stimulus id	526
17458	stk11 0 'wt',1 'mutated'	83
17459	stk11 0 wt, 1 mutated	83
17460	stk11 aa inherited	11
17461	stk11 aa mut	69
17462	stk11 mutation	271
17463	stk11 status	443
17464	stn/ibrutinib sensitivity	17
17465	stn hfs	13
